Code	Qty	Total Sell	Date	Description	Color	Color - Long	Cost	Family	Invoice ID	Product ID	Sell	Size	Store ID	User	Station	Posted Date
SP2214SD-RE-XS	1.00	16.00	6/19/15	Youth Santa L/S, RE, XS	Red		3.50	Specialty Prints	I-51742	P-2691	16.00	XS (2-4)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP2214SD-RE-XS	1.00	16.00	6/19/15	Youth Santa L/S, RE, XS	Red		3.50	Specialty Prints	I-51742	P-2691	16.00	XS (2-4)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
KW3587-IR-XL	1.00	18.00	6/19/15	Key West V-Neck, IR, XL	IR		4.47	Wholesale	I-51742	P-7090	18.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD9018DD-NY-XS	1.00	14.00	6/19/15	Youth Dog Did It S/S, NY, XS	Navy		3.85	T-Shirt	I-51742	P-4060	14.00	XS	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
CSTMTDTM-WH-S	1.00	25.00	6/19/15	Custom Tie-Dye - Men's Tank Top, WH, S	WH		3.18	T-Shirt	I-51742	P-3533	25.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
767548118658	1.00	9.99	6/19/15	Plush - Sea Gull - Seymour			6.04	Product	I-51742	P-2354	9.99		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD000522BL	2.00	5.98	6/19/15	Bracelet - HHI - Glitter			0.46	Product	I-51742	P-2342	2.99		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00831G	1.00	-2.00	6/19/15	FREE Bumper Sticker - Lead Dog			0.11	Product	I-51742	P-2322	-2.00		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00831WH	1.00	2.00	6/19/15	Bumper Sticker - White - Lead Dog			0.11	Product	I-51742	P-2259	2.00		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00DFDWH	1.00	3.99	6/19/15	Dog Bowl - White - Plastic	White		1.15	Pet	I-51743	P-1753	3.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD008802MT	1.00	2.50	6/19/15	Beach Ball - Multi - 16 in	Multi-colored		1.14	Product	I-51743	P-1990	2.50		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDC47MES - Navy - Adult	1.00	18.99	6/19/15	Hat - Cotton Mesh Back - Navy - Adult	Navy		6.00	Hat	I-51743	P-1408	18.99	Adult	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD1000TD-BJ-M	1.00	20.00	6/19/15	Tie-Dye S/S, BJ, M	Blue Jerry Tie Dye		4.25	T-Shirt	I-51743	P-3301	20.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD1000TD-BJ-M	1.00	20.00	6/19/15	Tie-Dye S/S, BJ, M	Blue Jerry Tie Dye		4.25	T-Shirt	I-51743	P-3301	20.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD1000TD-BJ-L	1.00	20.00	6/19/15	Tie-Dye S/S, BJ, L	Blue Jerry Tie Dye		4.25	T-Shirt	I-51743	P-3303	20.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD1000TD-BJ-S	1.00	20.00	6/19/15	Tie-Dye S/S, BJ, S	Blue Jerry Tie Dye		4.25	T-Shirt	I-51743	P-3299	20.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD003902-CA-2X	1.00	8.00	6/19/15	Doggie Shirt - Camo - 2X	Camo		4.06	Pet	I-51743	P-1922	8.00	2X	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00831G	1.00	-2.00	6/19/15	FREE Bumper Sticker - Lead Dog			0.11	Product	I-51743	P-2322	-2.00		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00831WH	1.00	2.00	6/19/15	Bumper Sticker - White - Lead Dog			0.11	Product	I-51743	P-2259	2.00		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001717-FL-L	1.00	19.00	6/19/15	Comfort Soft S/S, FL, L	Flo Blue		4.20	T-Shirt	I-51744	P-3156	19.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
660048183006	1.00	11.99	6/19/15	Chuck It - Bumper			6.12	Pet	I-51745	P-1938	11.99		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
689076894777	1.00	8.95	6/19/15	Story Book - Legend of Jake the Salty Dog	Hardcover		2.07	Product	I-51745	P-2341	8.95		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-FT-L	1.00	17.00	6/19/15	Hanes Beefy S/S, FT, L	FT		3.22	T-Shirt	I-51746	P-3425	17.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
008764105276	1.00	3.99	6/19/15	Magnet - my Rescues			1.25	Pet	I-51747	P-1884	3.99		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
008764105276	1.00	3.99	6/19/15	Magnet - my Rescues			1.25	Pet	I-51747	P-1884	3.99		The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0882L-HP-L	1.00	15.00	6/19/15	Tank Top - Women's, HP, L	HP		3.13	T-Shirt	I-51748	P-7217	15.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0A986-NY-L	1.00	15.00	6/19/15	Tank Top - Men's, NY, L	NY		4.00	T-Shirt	I-51748	P-7116	15.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-CY-M	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, CY, M	CY		4.78	T-Shirt	I-51748	P-3483	19.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5180PD-NY-S	1.00	12.00	6/19/15	Patriot Dog S/S, NY, S	Navy		3.40	T-Shirt	I-51749	P-3285	12.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-WH-M	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, M	White		2.75	T-Shirt	I-51749	P-1073	10.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00070KG	1.00	2.99	6/19/15	Can Holder - Kelly Green	Kelly Green		0.85	Product	I-51749	P-2050	2.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00070NY	1.00	2.99	6/19/15	Can Holder - Navy	Navy		0.84	Product	I-51749	P-2037	2.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-WH-L	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, L	White		2.64	T-Shirt	I-51750	P-1074	10.00	L	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
BW5180SF1C-LW-XL	1.00	10.00	6/19/15	BW Sailfish S/S, LW, XL	Steel		3.34	Bluewater	I-51750	P-1204	10.00	XL	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD8872HZ-BK-L	1.00	28.80	6/19/15	Hooded-Full Zip, BK, L (20% OFF Sweatshirts)	Black		12.10	Sweatshirt	I-51750	P-2879	28.80	L	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD005380-LI-M	1.00	15.00	6/19/15	Youth Beefy S/S, LI, M	Lime		3.22	T-Shirt	I-51751	P-4030	15.00	M (10-12)	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD005180-WH-L	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, L	White		2.64	T-Shirt	I-51751	P-1074	10.00	L	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SDC47PD4 - Bone/Black - Adult	1.00	16.99	6/19/15	Hat - Pigment Dyed - Bone/Black - Adult	Bone/Black		5.00	Hat	I-51752	P-6449	16.99	Adult	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SP5180LY-LW-XL	1.00	15.00	6/19/15	Loyal Forever S/S, LW, XL	LW		3.12	Specialty Prints	I-51752	P-2614	15.00	XL	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
689076893978	1.00	4.50	6/19/15	Bottle Suit - Navy	Navy		1.56	Product	I-51753	P-2036	4.50	OSFA	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SP5180PD-NY-L	1.00	12.00	6/19/15	Patriot Dog S/S, NY, L	Navy		3.25	T-Shirt	I-51753	P-3287	12.00	L	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD006030-CY-XL	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, CY, XL	CY		4.78	T-Shirt	I-51753	P-3485	19.00	XL	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD005186-PI-XL	1.00	20.00	6/19/15	Hanes Beefy L/S, PI, XL	Pale Pink		6.39	T-Shirt	I-51753	P-3028	20.00	XL	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD00070LI	1.00	2.99	6/19/15	Can Holder - Lime	Lime		0.84	Product	I-51753	P-2033	2.99	OSFA	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD002202SD	2.00	2.26	6/19/15	Party Cup - White (10% OFF Drinkware)	White		0.30	Product	I-51754	P-2065	1.13	16 oz	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD002202-St. Pattys-16 oz	2.00	2.26	6/19/15	Party Cup, St. Pattys, 16 oz (10% OFF Drinkware)	St. Pattys		0.32	Product	I-51754	P-7545	1.13	16 oz	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00FF32-Yellow-OSFA	1.00	2.49	6/19/15	Key Chain - Floating Foam - Yellow	Yellow		0.59	Product	I-51754	P-7034	2.49	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD8153JHP-HP-L	1.00	22.00	6/19/15	Hooded Pullover - Ladies, HP, L	HP		9.25	Specialty Items	I-51754	P-2894	22.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD8153JHP-HP-XL	1.00	22.00	6/19/15	Hooded Pullover - Ladies, HP, XL	HP		9.25	Specialty Items	I-51754	P-2895	22.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDETBTSB-RO-M	1.00	17.00	6/19/15	Bamboo S/S, RO, M	Deep Royal		6.81	T-Shirt	I-51754	P-3115	17.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
BW5180CR-YO-M	1.00	12.00	6/19/15	BW Crab S/S, YO, M	Carolina Blue		3.30	Bluewater	I-51754	P-1145	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
BW5180SF4C-WH-M	1.00	12.00	6/19/15	BW Sailfish 4C S/S, WH, M	WH		2.76	Bluewater	I-51754	P-1129	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD002202SD	4.00	4.52	6/19/15	Party Cup - White (10% OFF Drinkware)	White		0.30	Product	I-51755	P-2065	1.13	16 oz	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
BW5180CR-YO-L	1.00	12.00	6/19/15	BW Crab S/S, YO, L	Carolina Blue		3.28	Bluewater	I-51755	P-1144	12.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0A986-NY-L	1.00	15.00	6/19/15	Tank Top - Men's, NY, L	NY		4.00	T-Shirt	I-51755	P-7116	15.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD003607-BK-L	1.00	18.00	6/19/15	V-Neck S/S Junior Fit, BK, L	Black		3.09	T-Shirt	I-51755	P-3892	18.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001566-CR-L	1.00	28.00	6/19/15	Sweatshirt-Stonewash, CR, L (20% OFF Sweatshirts)	Crimson		12.88	Sweatshirt	I-51756	P-2810	28.00	L	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SD001566-NY-M	1.00	28.00	6/19/15	Sweatshirt-Stonewash, NY, M (20% OFF Sweatshirts)	Navy		13.03	Sweatshirt	I-51756	P-2805	28.00	M	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SDC71PD5 - Navy - S/M	1.00	15.99	6/19/15	Hat - Bucket - Navy - S/M	Navy		6.14	Hat	I-51757	P-1419	15.99	S/M	The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SDDOGGIE5	1.00	5.00	6/19/15	Doggie Deal			0.00	Markdowns	I-51758	P-1004	5.00		The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SDDOGGIE5	1.00	5.00	6/19/15	Doggie Deal			0.00	Markdowns	I-51758	P-1004	5.00		The Salty Dog - HHI, SC	Michael W	Tanger 2	6/19/15
SDC71PD5 - Navy - S/M	1.00	15.99	6/19/15	Hat - Bucket - Navy - S/M	Navy		6.14	Hat	I-51759	P-1419	15.99	S/M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDC79M - Khaki - L/XL	1.00	18.99	6/19/15	Hat - Sun Hat - Khaki - L/XL	Khaki		8.75	Hat	I-51759	P-1423	18.99	L/XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD33099-MB-XL	1.00	19.00	6/19/15	Women's Comfort Soft V-Neck, MB, XL	MB	Mystic Blue	5.64	T-Shirt	I-51759	P-7659	19.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0TAFFYASBG	1.00	6.99	6/19/15	Taffy - Assorted - 12 oz	Assorted		1.85	Product	I-51760	P-2101	6.99	12 oz	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001566-CR-L	1.00	28.00	6/19/15	Sweatshirt-Stonewash, CR, L (20% OFF Sweatshirts)	Crimson		12.88	Sweatshirt	I-51761	P-2810	28.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001566-FL-L	1.00	28.00	6/19/15	Sweatshirt-Stonewash, FL, L (20% OFF Sweatshirts)	Flow Blue		12.88	Sweatshirt	I-51762	P-2808	28.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00482Y-82-M	1.00	15.00	6/19/15	Youth Rash Guard S/S, 82, M	Safety Green		4.70	Specialty	I-51763	P-2462	15.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005380-AX-M	1.00	15.00	6/19/15	Youth Beefy S/S, AX, M	Athletic Orange		3.10	T-Shirt	I-51763	P-4033	15.00	M (10-12)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00BKUSNY	1.00	2.99	6/19/15	Key Chain - 3 in 1 - Navy	Navy		1.34	Product	I-51763	P-2169	2.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0TAFFYASBG	1.00	6.99	6/19/15	Taffy - Assorted - 12 oz	Assorted		1.85	Product	I-51764	P-2101	6.99	12 oz	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00P360-NY-XS	1.00	14.40	6/19/15	Youth Sweatshirt, NY, XS (20% OFF Sweatshirts)	Navy		5.86	Sweatshirt	I-51764	P-2920	14.40	XS	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00P360-NY-M	1.00	14.40	6/19/15	Youth Sweatshirt, NY, M (20% OFF Sweatshirts)	Navy		5.84	Sweatshirt	I-51764	P-2928	14.40	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00600-RE-OSFA	1.00	14.00	6/19/15	Deluxe Tote - Red	Red		4.14	Specialty Items	I-51765	P-2515	14.00	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD003301-CH-4T	1.00	13.00	6/19/15	Toddler T S/S, CH, 4T	CH	Chill	1.97	Infant / Toddler	I-51766	P-7623	13.00	4T	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-BK-L	1.00	17.00	6/19/15	Hanes Beefy S/S, BK, L	Black		3.42	T-Shirt	I-51766	P-3226	17.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-CY-L	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, CY, L	CY		4.78	T-Shirt	I-51766	P-3484	19.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-IR-XL	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, IR, XL	IR		4.78	T-Shirt	I-51766	P-7308	19.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005380-RE-XS	1.00	15.00	6/19/15	Youth Beefy S/S, RE, XS	Red		3.27	T-Shirt	I-51767	P-4012	15.00	XS (2-4)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00T042BL-BL-OSFA	1.00	3.99	6/19/15	Playing Cards, Blue	Blue	Blue	1.97	Product	I-51768	P-2295	3.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
TERVIS24OZ-Blue-24OZ	1.00	24.99	6/19/15	Tervis - 24 oz Tumbler With Top, Blue, 24OZ	Blue	Blue	11.53	Product	I-51768	P-7542	24.99	24OZ	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDNTRTAD-YE-S	1.00	15.00	6/19/15	Tank Top - Simple Dog, YE, S	YE		4.89	Tank Top	I-51769	P-7298	15.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001717-FL-L	1.00	19.00	6/19/15	Comfort Soft S/S, FL, L	Flo Blue		4.20	T-Shirt	I-51770	P-3156	19.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0A986-NY-S	1.00	15.00	6/19/15	Tank Top - Men's, NY, S	NY		4.00	T-Shirt	I-51771	P-7114	15.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5186WD-BK-XL	1.00	20.00	6/19/15	Witch Dog L/S, BK, XL	Black		6.42	Specialty Prints	I-51772	P-2598	20.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD001717-LG-XL	1.00	19.00	6/19/15	Comfort Soft S/S, LG, XL	Light Green		4.18	T-Shirt	I-51772	P-3168	19.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00T252-NY/WH-XL	1.00	25.00	6/19/15	Dri-Balance S/S-Mesh, NY/WH, XL	Navy/White		11.00	T-Shirt	I-51772	P-3180	25.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-IR-M	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, IR, M	IR		4.78	T-Shirt	I-51773	P-7310	19.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-WH-XL	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, XL	White		2.57	T-Shirt	I-51773	P-6432	10.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-WH-XL	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, XL	White		2.57	T-Shirt	I-51773	P-6432	10.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5380PD-RE-XS	1.00	12.00	6/19/15	Youth Patriot Dog S/S, RE, XS	Red		3.07	Specialty Prints	I-51774	P-2730	12.00	XS	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5380PD-NY-M	1.00	12.00	6/19/15	Youth Patriot Dog S/S, NY, M	Navy		3.02	Specialty Prints	I-51774	P-2719	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00SL04-8I-L	1.00	17.00	6/19/15	Women's Classic Fit T, 8I, L	Winter Berry		3.38	T-Shirt	I-51774	P-3836	17.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SPNL6810-NO-M	1.00	17.00	6/19/15	Women's Slub Tee, NO, M	NO		3.55	T-Shirt	I-51774	P-7326	17.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
KW5180RB-WH-M	1.00	15.00	6/19/15	Key West - Rainbow S/S, WH, M	WH		2.35	Wholesale	I-51775	P-6958	15.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00T252-NY/WH-XL	1.00	25.00	6/19/15	Dri-Balance S/S-Mesh, NY/WH, XL	Navy/White		11.00	T-Shirt	I-51775	P-3180	25.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00T242BL-Red-OSFA	1.00	3.99	6/19/15	Playing Cards, Red	Red	Red	1.97	Product	I-51776	P-7518	3.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00T042BL-BL-OSFA	1.00	3.99	6/19/15	Playing Cards, Blue	Blue	Blue	1.97	Product	I-51777	P-2295	3.99	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-YO-XL	1.00	12.75	6/19/15	Hanes Beefy S/S, YO, XL	Carolina Blue		3.46	T-Shirt	I-51778	P-3255	12.75	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-NY-L	1.00	14.25	6/19/15	Comfort Soft S/S-Pocket, NY, L	Navy		4.78	T-Shirt	I-51778	P-3474	14.25	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDETBTSB-IE-L	1.00	12.75	6/19/15	Bamboo S/S, IE, L	Pine		7.01	T-Shirt	I-51778	P-3392	12.75	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDE47MT2 - Bone/Leather Script - Adult	1.00	18.99	6/19/15	Hat - Leather Script - Bone - Adult	Bone		7.00	Hat	I-51779	P-1449	18.99	Adult	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDC79M - Navy - L/XL	1.00	18.99	6/19/15	Hat - Sun Hat - Navy - L/XL	Navy		8.75	Hat	I-51779	P-1426	18.99	L/XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP3480-TE-M	1.00	15.00	6/19/15	Tank Top - Dog Days of Summer, TE, M	TE		3.83	Specialty	I-51780	P-7244	15.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-WH-S	1.00	10.00	6/19/15	Hanes Beefy S/S, WH, S	White		2.63	T-Shirt	I-51781	P-6088	10.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005380-TE-L	1.00	15.00	6/19/15	Youth Beefy S/S, TE, L	Teal		3.16	T-Shirt	I-51782	P-4054	15.00	L (14-16)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
BW5180SF1C-WH-L	1.00	10.00	6/19/15	BW Sailfish S/S, WH, L	White		3.34	Bluewater	I-51782	P-1195	10.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDC71PD5 - Khaki - S/M	1.00	15.99	6/19/15	Hat - Bucket - Khaki - S/M	Khaki		6.00	Hat	I-51782	P-1416	15.99	S/M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SDYY47MT - Periwinkle - Youth	1.00	14.00	6/19/15	Hat - Youth 5-12 - Periwinkle	Periwinkle		5.00	Hat	I-51782	P-1558	14.00	Youth	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005380-TE-L	1.00	15.00	6/19/15	Youth Beefy S/S, TE, L	Teal		3.16	T-Shirt	I-51783	P-4054	15.00	L (14-16)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005380-PI-M	1.00	15.00	6/19/15	Youth Beefy S/S, PI, M	Pale Pink		3.30	T-Shirt	I-51784	P-4031	15.00	M (10-12)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
CWG5000-2283C-L	1.00	12.00	6/19/15	Color of the Week, Neon Green, L	2283C	Neon Green	2.40	T-Shirt	I-51785	P-7716	12.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
CW5180-Safety Green-XL	1.00	17.00	6/19/15	Hanes S/S, Safety Green, XL	Safety Green		1.80	Specialty Prints	I-51785	P-2532	17.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD005180-NY-XL	1.00	17.00	6/19/15	Hanes Beefy S/S, NY, XL	Navy		3.42	T-Shirt	I-51785	P-3251	17.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD002214-NY-XS	1.00	16.00	6/19/15	Youth L/S, NY, XS	Navy		3.50	T-Shirt	I-51786	P-3967	16.00	XS (2-4)	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD0A986-WH-XL	1.00	15.00	6/19/15	Tank Top - Men's, WH, XL	WH		3.24	T-Shirt	I-51786	P-7104	15.00	XL	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
689076893978	1.00	4.50	6/19/15	Bottle Suit - Navy	Navy		1.56	Product	I-51786	P-2036	4.50	OSFA	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5380PD-NY-M	1.00	12.00	6/19/15	Youth Patriot Dog S/S, NY, M	Navy		3.02	Specialty Prints	I-51787	P-2719	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD006030-WA-S	1.00	19.00	6/19/15	Comfort Soft S/S-Pocket, WA, S	WA		4.78	T-Shirt	I-51788	P-3477	19.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5180PD-NY-M	1.00	12.00	6/19/15	Patriot Dog S/S, NY, M	Navy		3.28	T-Shirt	I-51788	P-3286	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD00SL04-PS-L	1.00	17.00	6/19/15	Women's Classic Fit T, PS, L	Pale Pink		3.46	T-Shirt	I-51789	P-3841	17.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD5180CD-UG-M	1.00	15.00	6/19/15	Camo Dog S/S, UG, M	Pebble		3.30	T-Shirt	I-51789	P-3126	15.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SP5180PD-NY-M	1.00	12.00	6/19/15	Patriot Dog S/S, NY, M	Navy		3.28	T-Shirt	I-51790	P-3286	12.00	M	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
CWG5000-2283C-L	1.00	12.00	6/19/15	Color of the Week, Neon Green, L	2283C	Neon Green	2.40	T-Shirt	I-51791	P-7716	12.00	L	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
SD1000TD-TD-S	1.00	20.00	6/19/15	Tie-Dye S/S, TD, S	Tie Dye		4.25	T-Shirt	I-51792	P-3298	20.00	S	The Salty Dog - HHI, SC	Kelsie L.	Tanger 2	6/19/15
